id;rule_id;original_rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;completeName
1214;404;;technology/appliance/@door;entrance;door;condition;equal;rule;OPEN;entrance-door
1215;404;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The door is left open!;reminders-reminders
1216;404;;applianceState/Corridor/door;entrance;door;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;entrance-door
1217;405;;technology/device/@state;tv;state;condition;equal;rule;ON;tv-state
1218;405;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The TV is on;reminders-reminders
1219;406;;environment/sensors/@temperature;bedroom;temperature;event;morethen;and;27;bedroom-temperature
1220;406;;environment/sensors/@windowSensor;bedroom;windowsensor;condition;equal;rule;CLOSE;bedroom-windowsensor
1221;406;;applianceState/Bedroom/window;bedroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;bedroom-window
1222;407;;environment/sensors/@motion;livingroom;motion;event;equal;and;VALUE;livingroom-motion
1223;407;;technology/light/@state;livingroomlight;state;condition;equal;rule;ON;livingroomlight-state
1224;407;;devices/tv/@state;devices;tv;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;devices-tv
1225;407;;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;update:lightColor;livingroom-hue color light living room
1226;408;;technology/appliance/@door;entrance;door;condition;equal;rule;CLOSE;entrance-door
1227;408;;xPath missing!!;alarms;alarms;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-alarms
1228;408;;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight
1229;409;;user/positionOutside/@outSidePosition;test-user;outsideposition;event;equal;and;OFFICE;test-user-outsideposition
1230;409;;technology/light/@state;livingroomlight;state;condition;equal;rule;ON;livingroomlight-state
1231;409;;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;update:lightColor;livingroom-hue color light living room
1232;409;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;you forget the lights on;reminders-reminders
1233;410;;technology/appliance/@door;entrance;door;event;equal;rule;OPEN;entrance-door
1234;410;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The front door has been opened;reminders-reminders
1235;411;;environment/sensors/@humidity;bathroom;humidity;event;morethen;and;70;bathroom-humidity
1236;411;;environment/sensors/@windowSensor;bathroom;windowsensor;condition;equal;rule;CLOSE;bathroom-windowsensor
1237;411;;applianceState/bathroom/window;bathroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;bathroom-window
1238;412;;environment/weather/currentWeather/@outdoorCondition;currentweather;outdoorcondition;condition;equal;and;THUNDERSTORM;currentweather-outdoorcondition
1239;412;;technology/device/@state;tv;state;condition;equal;rule;ON;tv-state
1240;412;;devices/tv/@state;devices;tv;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;devices-tv
1241;412;;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight
1242;413;;technology/appliance/@door;entrance;door;condition;equal;rule;CLOSE;entrance-door
1243;413;;xPath missing!!;alarms;alarms;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-alarms
1244;413;;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom
1245;414;;user/homeLocation/relativePosition/@typeOfProximity;relativeposition;typeofproximity;event;outside;and;HOUSE;relativeposition-typeofproximity
1246;414;;technology/appliance/@state;heating system;state;condition;equal;rule;ON;heating system-state
1247;414;;applianceState/all/@heating;home;heating;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-heating
1248;414;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Heating off;reminders-reminders
1249;415;;technology/device/@state;wi fi;state;event;equal;rule;OFF;wi fi-state
1250;415;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Wifi is off! Check the internet connection;reminders-reminders
1251;416;;environment/sensors/@gasSensor;bedroom;gassensor;condition;equal;rule;VALUE;bedroom-gassensor
1252;416;;xPath missing!!;alarms;alarms;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-alarms
1253;416;;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom
1254;417;;environment/sensors/@temperature;bedroom;temperature;event;morethen;and;20;bedroom-temperature
1255;417;;environment/weather/currentWeather/@rain;currentweather;rain;condition;equal;rule;VALUE;currentweather-rain
1256;417;;applianceState/Bedroom/window;bedroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;bedroom-window
1257;418;;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;21:00;datetime-localtime
1258;418;;technology/light/@state;livingroomlight;state;condition;equal;rule;OFF;livingroomlight-state
1259;418;;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;update:lightColor;livingroom-hue color light living room
1260;418;;devices/tv/@state;devices;tv;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;devices-tv
1261;419;;user/positionOutside/@outSidePosition;test-user;outsideposition;event;equal;and;OFFICE;test-user-outsideposition
1262;419;;technology/appliance/@state;heating system;state;condition;equal;rule;ON;heating system-state
1263;419;;applianceState/all/@heating;home;heating;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-heating
1264;419;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The heating system has been deactivated. Remember to activate it when you get home;reminders-reminders
1265;420;;environment/sensors/@motion;entrance;motion;condition;equal;and;VALUE;entrance-motion
1266;420;;technology/appliance/@door;entrance;door;condition;equal;rule;OPEN;entrance-door
1267;420;;amazonAlexa/@routineName;devices;alexa services;action;OPERATOR;NEXTOPERATOR;invokeFunctions:startRoutine;devices-alexa services
1268;420;;applianceState/Entrance/lightColor;entrance;hue color light entrance;action;OPERATOR;NEXTOPERATOR;update:lightColor;entrance-hue color light entrance
1269;421;;technology/device/@state;wi fi;state;condition;equal;rule;OFF;wi fi-state
1270;421;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;the wifi isn't working;reminders-reminders
1271;422;;environment/sensors/@smokeSensor;livingroom;smokesensor;condition;equal;rule;VALUE;livingroom-smokesensor
1272;422;;xPath missing!!;alarms;alarms;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-alarms
1273;423;;environment/sensors/@lightLevel;entrance;lightlevel;event;equal;and;DAY_LIGHT;entrance-lightlevel
1274;423;;environment/weather/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;condition;morethen;rule;15;currentweather-outdoortemperature
1275;423;;applianceState/all/window;home;allwindow;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;home-allwindow
1276;424;;technology/device/@state;tv;state;condition;equal;and;ON;tv-state
1277;424;;user/activity/@leisure;test-user;leisure;event;equal;rule;WATCHING_TV;test-user-leisure
1278;424;;applianceState/all/@robotVacuumCleaner;home;robotvacuumcleaner;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-robotvacuumcleaner
1279;424;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;remember to use the vacuum when you're finished watching tv;reminders-reminders
1280;425;;technology/light/@state;entrancelight;state;condition;equal;rule;OFF;entrancelight-state
1281;425;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Turn on the lights;reminders-reminders
1282;426;;user/activity/@medicine;activity;medicationname;event;equal;rule;Medicine name;activity-medicationname
1283;426;;xPath missing!!;alarms;alarms;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-alarms
1284;426;;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom
1285;427;;environment/weather/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;condition;equal;and;8;currentweather-outdoortemperature
1286;427;;environment/sensors/@windowSensor;livingroom;windowsensor;event;equal;rule;OPEN;livingroom-windowsensor
1287;427;;applianceState/LivingRoom/window;livingroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;livingroom-window
1288;428;;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;20:00;datetime-localtime
1289;428;;technology/device/@state;living room alexa;state;condition;equal;rule;OFF;living room alexa-state
1290;428;;amazonAlexa/@routineName;devices;alexa services;action;OPERATOR;NEXTOPERATOR;invokeFunctions:startRoutine;devices-alexa services
1291;428;;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;update:lightColor;livingroom-hue color light living room
1292;429;;user/physiological/@heartRate;physiological;heartrate;event;equal;and;135;physiological-heartrate
1293;429;;technology/appliance/@state;coffee machine;state;condition;equal;rule;ON;coffee machine-state
1294;429;;applianceState/LivingRoom/@coffeeMachine;kitchen;coffeemachine;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;kitchen-coffeemachine
1295;429;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Don't drink too much coffee!;reminders-reminders
1296;430;;environment/dateTime/@localTime;datetime;localtime;event;equal;and;07:45;datetime-localtime
1297;430;;environment/dateTime/@dayType;datetime;daytype;condition;equal;rule;WEEK_DAYS;datetime-daytype
1298;430;;applianceState/LivingRoom/@coffeeMachine;kitchen;coffeemachine;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;kitchen-coffeemachine
1299;431;;technology/device/@state;pc;state;event;equal;rule;ON;pc-state
1300;431;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Remember to save your work;reminders-reminders
1301;432;;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;19:01;datetime-localtime
1302;432;;technology/device/@vocalInput;kitchen alexa;vocalinput;condition;equal;rule;it's time to cook;kitchen alexa-vocalinput
1303;432;;amazonAlexa/@routineName;devices;alexa services;action;OPERATOR;NEXTOPERATOR;invokeFunctions:startRoutine;devices-alexa services
1304;432;;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;NEXTOPERATOR;update:lightColor;kitchen-hue color light kitchen
1305;433;;user/homeLocation/relativePosition/@typeOfProximity;relativeposition;typeofproximity;event;outside;and;ENTRANCE;relativeposition-typeofproximity
1306;433;;technology/appliance/@door;entrance;door;condition;equal;rule;OPEN;entrance-door
1307;433;;applianceState/all/window;home;allwindow;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;home-allwindow
1308;433;;xPath missing!!;reminders;reminders;action;OPERATOR;NEXTOPERATOR;remember to take the house keys and the mask;reminders-reminders
1309;434;;technology/appliance/@door;entrance;door;condition;equal;rule;CLOSE;entrance-door
1310;434;;xPath missing!!;alarms;alarms;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-alarms
1311;434;;applianceState/Entrance/lightColor;entrance;hue color light entrance;action;OPERATOR;NEXTOPERATOR;update:lightColor;entrance-hue color light entrance
