;User;Rule Name;Goal;ECA;Environment;Object/service;Functionality;Operator;Value;Next Operator;Context;Class
58;3;Riparo dal Maltempo;comfort;azione;outside home;stendino automatico;riporta in casa;uguale;TRUE;;Pioggia;smart object
59;4;Musica durante la doccia ;wellbeing;evento;bathroom;movimento;rilevato movimento in doccia;uguale ;TRUE;/;;presence
60;4;Musica durante la doccia ;wellbeing;azione;bathroom;musica;attivazione ;uguale ;TRUE;/;;device
61;4;Controllo alimenti ;comfort;evento;kitchen;frigo;rilevata presenza alimento;NOT;TRUE;/;;feeding
62;4;Controllo alimenti ;comfort;azione ;no;telefono;invio notifica; /;VERO ;AND;;notification
63;4;Controllo alimenti ;comfort;azione ;kitchen;frigo;aggiungi alla lista della spesa;uguale ;VERO ;/;;scheduling
64;4;Panni stesi in veranda;comfort ;evento;veranda;stendino ;rilevata presenza panni stesi;uguale;TRUE;AND;;smart object
65;4;Panni stesi in veranda;comfort ;condizione;no;meteo;bel tempo;uguale ;VERO ; /;;weather
66;4;Panni stesi in veranda;comfort ;azione ;veranda ;pergola;ritrazione ;uguale;OFF; /;;smart object
67;4;Rilevare umidità e muffa;health;condizione;home ;rilevatore qualità aria ;rilevata presenza umidità ;maggiore ;60%;AND;;air and humidity
68;4;Rilevare umidità e muffa;health;condizione;home ;rilevatore qualità aria ;rilevata presenza muffa;uguale;TRUE;/;;air and humidity
69;4;Rilevare umidità e muffa;health;azione;home ;purificatore ;purificare aria;uguale;ora ;AND;;hygiene
70;4;Rilevare umidità e muffa;health;azione;no;telefono;notifica ;uguale;TRUE;/;;notification
71;4;Suonare il citofono quando non sono in casa;comfort/safety;evento ;no;posizione;posizione utente;uguale;ufficio ;AND;;presence
72;4;Suonare il citofono quando non sono in casa;comfort/safety;condizione ;entrance;citofono ;avviso ;uguale;TRUE;/;;entrances
73;4;Suonare il citofono quando non sono in casa;comfort/safety;azione;no;telefono;notifica;uguale;TRUE;AND;;notification
74;4;Suonare il citofono quando non sono in casa;comfort/safety;azione;entrance;citofono ;riproduci msg audio;uguale;"""Sono in ufficio""";/;;communication
75;4;Relax serale ;comfort;evento;living room;divano ;rilevata presenza;uguale;TRUE;AND ;;user detection
76;4;Relax serale ;comfort;condizione ;living room ;ebook ;utilizzo/lettura;uguale;TRUE;AND;;device
77;4;Relax serale ;comfort;condizione;no;ora;orario ;dopo;22:00;/;;scheduling
78;4;Relax serale ;comfort;azione;living room;illuminazione;riduzione luminosità;uguale;BASSO;AND;;lights
79;4;Relax serale ;comfort;azione;living room;camino;attivazione;uguale;TRUE;AND;;temperature
80;4;Relax serale ;comfort;azione;living room;divano ;attivazione massaggio;uguale;TRUE;/;;smart object
81;5;Risparmio multipresa;energy saving;evento;home;multipresa elettrica;rilevazione stato inattivo;uguale;1 ora;/;;smart object
82;5;Risparmio multipresa;energy saving;azione;home;multipresa elettrica;modalità ON/OFF;uguale;OFF;/;;smart object
83;5;Ricambio sacchetto;comfort;evento;kitchen;contenitore spazzatura;rilevazione sacchetto ;not;TRUE;/;;hygiene
84;5;Ricambio sacchetto;comfort;azione;kitchen;igienizzatore;accensione ;uguale;ON;AND;;hygiene
85;5;Ricambio sacchetto;comfort;azione;kitchen;contenitore spazzatura;inserimento sacchetto;uguale;ON;/;;hygiene
86;5;Accensione scaldaletto;comfort;evento;no;data e ora;orario;uguale;0,875;AND;;scheduling
87;5;Accensione scaldaletto;comfort;condizione;home;termostato;temperatura;minore di;15°;/;;temperature
88;5;Accensione scaldaletto;comfort;azione;bedroom;scaldaletto;accensione;uguale;ON;/;;temperature
89;5;Ricordati di bere;health;condizione;no;misuratore idratazione;misurazione acqua;minore di ;1 litro;AND;;feeding
90;5;Ricordati di bere;health;condizione;no;smartwatch;tempo di attività;maggiore di;6 ore;/;;personal device
91;5;Ricordati di bere;health;azione;living room;Alexa;notifica vocale;/;"""Ricordati di bere""";AND;;notification
92;5;Ricordati di bere;health;azione;no;app telefono;notifica;/;"""Rischi della disidratazione""";/;;notification
93;5;Culla anticaduta;safety;evento;no;posizione;posizione utente;not;camera da letto;AND;;presence
94;5;Culla anticaduta;safety;condizione;kid room;sensore barre culla;rilevazione movimento;maggiore di;10 cm;/;;kids
95;5;Culla anticaduta;safety;azione;kid room;rete anticaduta culla;accensione;uguale;ON;AND;;kids
96;5;Culla anticaduta;safety;azione;living room;Alexa;notifica vocale;/;"""Pericolo culla""";/;;notification
97;5;Modalità lettura;wellbeing;evento;no;posizione;posizione utente;uguale;camera da letto;/;;presence
98;5;Modalità lettura;wellbeing;condizione;bedroom;Alexa;notifica vocale;uguale;"""modalità lettura""";OR;;user detection
99;5;Modalità lettura;wellbeing;condizione;no;smartwatch;modalità lettura;uguale;ON;/;;personal device
100;5;Modalità lettura;wellbeing;azione;bedroom;abat-jour;luminosità;uguale;2;AND;;lights
101;5;Modalità lettura;wellbeing;azione;no;smartphone;modalità non disturbare;uguale;ON;/;;personal device
102;6;caffè al mattino;comfort;evento;bedroom;sveglia ;suonare;uguale;ON;;;scheduling
103;6;caffè al mattino;comfort;azione;kitchen;macchina del caffè;acceso/spento;uguale;ON;;;feeding
104;6;controllo acquario;comfort/safety;condizione;living room;acquario;rileva temperatura acqua;minore;25;;;temperature
105;6;controllo acquario;comfort/safety;azione;living room;riscaldatore;scalda l'acqua;uguale;25;AND;;temperature
106;6;controllo acquario;comfort/safety;azione;no;telefono;notifica;/;"""temperatura acquario""";;;notification
107;6;pulizia pavimento;comfort;evento;no;data;tipo di giorno;uguale;festivo;AND;;scheduling
108;6;pulizia pavimento;comfort;condizione;home;rumba;acceso/spento;uguale;OFF;;;hygiene
109;6;pulizia pavimento;comfort;azione;home;rumba;acceso/spento;uguale;ON;;;hygiene
110;6;salvaguardia device;safety;condizione;no;sensore meteo;rilevamento meteo;uguale;temporale;AND;;weather
111;6;salvaguardia device;safety;condizione;home;televisione;acceso/spento;uguale;ON;;;device
112;6;salvaguardia device;safety;azione;home;televisione;acceso/spento;uguale;OFF;AND;;device
113;6;salvaguardia device;safety;azione;home;luci;acceso/spento;uguale;OFF;;;lights
114;6;riduci dispersione;energy saving;evento;home;finestra;aperto/chiuso;uguale;APERTO;AND;;doors and windows
115;6;riduci dispersione;energy saving;condizione;home;riscaldamento;acceso/spento;uguale;ON;;;temperature
116;6;riduci dispersione;energy saving;azione;home;riscaldamento;acceso/spento;uguale;OFF;AND;;temperature
117;6;riduci dispersione;energy saving;azione;no;telefono;notifica;/;"""Riscaldamento spento""";;;notification
118;6;chiusura casa;security;evento;home;porta ingresso ;aperto/chiuso;uguale;chiuso;AND;;doors and windows
119;6;chiusura casa;security;condizione;home;luci;acceso/spento;uguale;OFF;AND;;lights
120;6;chiusura casa;security;condizione;home;finestre;aperto/chiuso;uguale;chiuso;;;doors and windows
121;6;chiusura casa;security;azione;home;allarme;acceso/spento;uguale;ON;AND;;entrances
122;6;chiusura casa;security;azione;no;telefono;notifica;/;"""chiusura completa""";;;notification
123;7;Promemoria numero passi;wellbeing/health;evento;no;data e ora;orario;uguale;18.00;And;;scheduling
124;7;Promemoria numero passi;wellbeing/health;condizione;no;contapassi;rilevazione numero passi;minore di ;10.000;/;;user detection
125;7;Promemoria numero passi;wellbeing/health;azione;no;smart watch;notifica scritta;uguale;n° passi mancanti;;;notification
126;7;Risparmio energia salotto;energy saving;condizione;living room;data e ora;intervallo di tempo;maggiore di;20 minuti;And;nessuno è in salotto da più di 20 minuti;scheduling
127;7;Risparmio energia salotto;energy saving;condizione;living room;sensore del soggiorno;presenza utente;uguale;FALSE;/;nessuno è in salotto da più di 20 minuti;presence
128;7;Risparmio energia salotto;energy saving;azione;living room;luce soggiorno;accensione;uguale;OFF;/;nessuno è in salotto da più di 20 minuti;lights
129;7;Risparmio energia salotto;energy saving;azione;living room;smart tv;accensione;uguale;OFF;/;nessuno è in salotto da più di 20 minuti;device
130;7;Risparmio energia salotto;energy saving;azione;living room;smart tv;immagine sfondo;uguale;ON;;nessuno è in salotto da più di 20 minuti;device
131;7;Aria condizionata;comfort;evento;home;termostato ;temperatura interna;maggiore di;24°;And;qualcuno è in casa e ci sono più di 24°;temperature
132;7;Aria condizionata;comfort;condizione;home;sensore movimento;presenza utente;uguale;TRUE;/;qualcuno è in casa e ci sono più di 24°;presence
133;7;Aria condizionata;comfort;azione;home;condizionatore;accensione;uguale;ON;;qualcuno è in casa e ci sono più di 24°;temperature
134;7;Pulizie settimanali;comfort;condizione;home;sensore movimento;presenza utente;uguale;FALSE;And;nessuno è in casa ed è domenica o giovedì;presence
135;7;Pulizie settimanali;comfort;condizione;no;data e ora;data;uguale;domenica OR giovedì;And;nessuno è in casa ed è domenica o giovedì;scheduling
136;7;Pulizie settimanali;comfort;azione;home;robot aspirapolvere;accensione;uguale;ON;/;nessuno è in casa ed è domenica o giovedì;hygiene
137;7;Pulizie settimanali;comfort;azione;bathroom;lavatrice;accensione;uguale;ON;;nessuno è in casa ed è domenica o giovedì;hygiene
138;7;Controllo citofono;security;evento;entrance;citofono;suono campanello;uguale;TRUE;And;nessuno è in casa e qualcuno suona al citofono;entrances
139;7;Controllo citofono;security;condizione;home;sensore di movimento;presenza utente;uguale;FALSE;And;nessuno è in casa e qualcuno suona al citofono;presence
140;7;Controllo citofono;security;condizione;no;dispositivi mobili;modalità non disturbare;uguale;ON;/;nessuno è in casa e qualcuno suona al citofono;personal device
141;7;Controllo citofono;security;azione;no;dispositivi mobili;mostra video citofono;uguale;ON;/;nessuno è in casa e qualcuno suona al citofono;entrances
142;7;Controllo citofono;security;azione;entrance;display citofono;notifica;uguale;"""Nessuno è in casa""";;nessuno è in casa e qualcuno suona al citofono;entrances
143;7;Controllo screen time bambini;wellbeing;evento;no;data e ora;ora;uguale;23.00;And;sono le 23 e i bambini hanno ancora i dispositivi accesi;scheduling
144;7;Controllo screen time bambini;wellbeing;condizione;no;dispositivi bambini;accensione;uguale;ON;/;sono le 23 e i bambini hanno ancora i dispositivi accesi;personal device
145;7;Controllo screen time bambini;wellbeing;azione;kid room;luci;accensione;uguale;OFF;/;sono le 23 e i bambini hanno ancora i dispositivi accesi;lights
146;7;Controllo screen time bambini;wellbeing;azione;no;dispositivi bambini;notifica;uguale;"""E' ora di andare a dormire!""";;sono le 23 e i bambini hanno ancora i dispositivi accesi;notification
147;8;Promemoria medicina;wellbeing/health;condizione ;no;Data e ora ;orario;tra;19:00-20:00;;;scheduling
148;8;Promemoria medicina;wellbeing/health;azione;bedroom;alexa;notifica vocale;/;"""Prendi la Medicina""";;;notification
149;8;Robot pulizie;comfort;evento;home;movimento;rilevato movimento;uguale;                        FALSO;;;presence
150;8;Robot pulizie;comfort;azione;living room;robot pulizie;accensione;uguale;ON;;;hygiene
151;8;Robot pulizie;comfort;azione;home;Luci;accensione;uguale;OFF;;;lights
152;8;Controllo Frigo;energy saving;evento;kitchen;Frigo;Rilevata apertura frigo;uguale;                        VERO;and;;feeding
153;8;Controllo Frigo;energy saving;condizione ;kitchen;Data e ora ;Tempo frigo aperto;uguale;180 secondi;;;scheduling
154;8;Controllo Frigo;energy saving;azione;kitchen;frigo;chiusura frigo;uguale;TRUE;;;smart object
155;8;Distributore cibo per animali;comfort;condizione ;no;Data e ora;Orario;uguale;                        13:00;and;;scheduling
156;8;Distributore cibo per animali;comfort;condizione ;kitchen;Sensore distributore;presenza scatoletta;uguale;TRUE;;;pets
157;8;Distributore cibo per animali;comfort;azione;kitchen;Distributore;Apri scatola;uguale;TRUE;;;pets
158;8;Distributore cibo per animali;comfort;azione;kitchen;Distributore;Rilascia contenuto scatola;uguale;TRUE;;;pets
159;8;Culla automatica;comfort/safety;evento;kid room;Culla;Rilevata presenza bambino;uguale;TRUE;and;;user detection
160;8;Culla automatica;comfort/safety;condizione ;kid room;Sensore rumore;rilevato rumore;maggiore di;100 decibel;;;kids
161;8;Culla automatica;comfort/safety;azione;kid room;Culla;ondula culla;uguale;TRUE;;;kids
162;8;Culla automatica;comfort/safety;azione;kid room;Cam;accensione;uguale;ON;;;kids
163;8;Ventilazione automatica;safety;evento;kitchen;Fornello;Rilevata accensione fornelli;uguale;TRUE;and;;feeding
164;8;Ventilazione automatica;safety;condizione ;kitchen;Rilevatore fumo;Rilevata quantità nerofumo;uguale;TRUE;and;;air and humidity
165;8;Ventilazione automatica;safety;condizione ;kitchen;Rilevatore gas;Rilevata quantità di gas nell'aria;maggiore di;0,0008;;;air and humidity
166;8;Ventilazione automatica;safety;azione;kitchen;Ventola;accendi/spegni;uguale;accendi;;;systems
167;8;Ventilazione automatica;safety;azione;kitchen;Fornello;accendi/spegni;uguale;spegni;;;systems
168;8;Ventilazione automatica;safety;azione;kitchen;Finestra;apri/chiudi;uguale;apri;;;doors and windows
169;9;Piscina;comfort;evento;outside home;Sensori ;Rileva temporale;Uguale;TRUE;;;weather
170;9;Piscina;comfort;azione;garden;Copertura piscina;Attivo/spento;uguale;Attivo;;;systems
171;9;Promemoria medicina;health;condizione;home;data e ora;orario;Tra;08:00 - 09:00;;;scheduling
172;9;Promemoria medicina;health;azione;no;Smartwatch;Controlla medicina;uguale;prendi la medicina;And;;notification
173;9;Promemoria medicina;health;azione;no;Smartwatch;Verifica conferma lettura;uguale;Nessuna conferma di lettura;;;notification
174;9;Promemoria medicina;health;azione;no;Casse bluetooth;Notifica vocale;Uguale;Prendere la medicina;;;notification
175;9;Smart TV;energy saving;evento;bedroom;Tv;Accesa;uguale;TRUE;And;;device
176;9;Smart TV;energy saving;condizione;bedroom;sensore tv;Non rivela nessun utente;Maggiore di;30m;;;presence
177;9;Smart TV;energy saving;azione;bedroom;Tv;spegni;;;;;device
178;9;Sveglia;comfort;condizione;bedroom;Calendario;Data;uguale;Lunedì e martedì;And;;scheduling
179;9;Sveglia;comfort;condizione ;bedroom;Sveglia;orario;uguale;07:30;;;scheduling
180;9;Sveglia;comfort;azione;bedroom;Tapparelle;Aperta;/;/;And;;doors and windows
181;9;Sveglia;comfort;azione;kitchen;Macchinetta caffè;Accesa;/;/;;;feeding
182;9;Luci dambiente e accensione forno;social;evento;no;Ora;Orario;uguale;20:00;;Quando l'utente organizza cena tra amici;scheduling
183;9;Luci dambiente e accensione forno;social;condizione;no;ora;Orario;uguale;19:30;;Quando l'utente organizza cena tra amici;scheduling
184;9;Luci dambiente e accensione forno;social;azione;kitchen;Forno;Acceso;/;/;And;Quando l'utente organizza cena tra amici;feeding
185;9;Luci dambiente e accensione forno;social;azione;living room;Luci soffuse;Accese;;;;Quando l'utente organizza cena tra amici;lights
186;9;Focus per studio;organizing;evento;no;Agenda smartphone;Modalità studio;uguale;TRUE;;Quando lutente studia;scheduling
187;9;Focus per studio;organizing;Condizione;bedroom;TV;Accesa/spenta;Uguale;Accesa;OR;Quando lutente studia;device
188;9;Focus per studio;organizing;Condizione;no;Smartphone;Acceso/stan-by;Uguale;Acceso;;Quando lutente studia;personal device
189;9;Focus per studio;organizing;Azione;bedroom;TV;Accesa/spenta;uguale;Spenta;And;Quando lutente studia;device
190;9;Focus per studio;organizing;Azione;no;Smartphone;Acceso/stan-by;Uguale;Stand-by;;Quando lutente studia;personal device
191;10;Lavaggio terminato;comfort;evento;bathroom;lavatrice;inzia/termina;uguale;termina;/;;device
192;10;Lavaggio terminato;comfort;azione;no;telefono;notifica;/;"""lavaggio terminato""";/;;notification
193;10;Lampadina non funzionante;comfort;condizione;home;lampadina;funziona;uguale;FALSE;;;lights
194;10;Lampadina non funzionante;comfort;azione;no;Amazon;carrello;uguale;acquista;;;data
195;10;Lampadina non funzionante;comfort;azione;no;calendario;promemoria;uguale;"""consegna lampadina""";;;scheduling
196;10;Persona al portone quando non ci sono;security;evento;entrance;campanello;suona;uguale ;TRUE;and;;entrances
197;10;Persona al portone quando non ci sono;security;condizione;no;posizione;posizione utente;uguale;non a casa;;;presence
198;10;Persona al portone quando non ci sono;security;azione;no;telefono;Videocamera di sicurezza;/;invia fotogramma;;;data
199;10;Temperatura bassa;comfort;condizione;home;termostato;temperatura interna;minore di ;18°C;and;;temperature
200;10;Temperatura bassa;comfort;condizione;home;posizione;posizione utente;uguale;non a casa;;;presence
201;10;Temperatura bassa;comfort;azione;home;finestre;apri/chiudi;uguale;chiudi;;;doors and windows
202;10;Temperatura bassa;comfort;azione;home;termosifoni;accensione;uguale;TRUE;;;temperature
203;10;cane in giardino con irrigatori ;comfort;condizione;garden;irrigatori;accesi/spenti;uguale;accesi;and;;gardening
204;10;cane in giardino con irrigatori ;comfort;evento;garden;posizione;posizione cane;uguale;giardino;;;pets
205;10;cane in giardino con irrigatori ;comfort;azione;garden;irrigatori;spegnimento;uguale;TRUE;;;gardening
206;10;cane in giardino con irrigatori ;comfort;azione;garden;porta;apri/chiudi;uguale;chiudi;;;doors and windows
207;10;Movimento in giardino;security;condizione;garden;movimento;rilevato movimento;uguale;TRUE;and;;presence
208;10;Movimento in giardino;security;condizione;no;data e ora;orario;tra;23:00-07:00;and;;scheduling
209;10;Movimento in giardino;security;condizione;no;posizione;posizione utente;uguale;non a casa;;;presence
210;10;Movimento in giardino;security;azione;garden;luce;accensione;uguale;TRUE;;;lights
211;10;Movimento in giardino;security;azione;no;telefono;videocamera di sicurezza;/;invia video;;;data
212;11;Apertura senza chiavi;comfort;evento;entrance;riconoscimento tramite cellulare;rilevato dispositivo;uguale;TRUE;;;data
213;11;Apertura senza chiavi;comfort;condizione;no;sensore porta;presenza;uguale;TRUE;and;;presence
214;11;Apertura senza chiavi;comfort;azione;entrance;si apre ;non ho chiavi;uguale;APRI;;;doors and windows
215;11;Video e Sensori se non in casa;security;evento;home;sensore movimento;accensione;uguale;TRUE;and;;presence
216;11;Video e Sensori se non in casa;security;condizione;outside home;movimento;rileva movimento;uguale;TRUE;and;;presence
217;11;Video e Sensori se non in casa;security;azione;home;videocamere;accensione;uguale;ON;and;;entrances
218;11;Video e Sensori se non in casa;security;azione;home;videocamere;notifica via sms;/;"""Movimento NON riconosciuto""";;;notification
219;11;Interrompi caricamento  se 100%;energy saving;evento;home;presa corrente;oggetto in carica;uguale;TRUE;;;smart object
220;11;Interrompi caricamento  se 100%;energy saving;condizione;home;presa corrente;oggetto carico;uguale ;1;;;smart object
221;11;Interrompi caricamento  se 100%;energy saving;azione;home;presa corrente;spegni;uguale;OFF;;;smart object
222;11;Musica in doccia;wellbeing;evento;bathroom;sensore movimento;presenza;uguale;TRUE;and;;presence
223;11;Musica in doccia;wellbeing;condizione;bathroom;sensore acqua;apertura ;uguale;APRI;and;;systems
224;11;Musica in doccia;wellbeing;condizione;bathroom;sensore posizione;presenza;uguale;TRUE;and;;presence
225;11;Musica in doccia;wellbeing;azione;bathroom;radio;accensione;uguale;ON;;;device
226;11;Bagno occupato;wellbeing;condizione;bathroom;sensore movimento;presenza;uguale;TRUE;and;;presence
227;11;Bagno occupato;wellbeing;condizione;bathroom;sensore chiusura;rilevata chiusura;uguale;TRUE;and;;doors and windows
228;11;Bagno occupato;wellbeing;azione;bathroom;schermo/interrutore;accensione occupato;uguale ;ON;and;;communication
229;11;Bagno occupato;wellbeing;azione;bathroom;scaldino;accensione;minore di;15 gradi;;;temperature
230;11;Ricette frigo;health/wellbeing;evento;kitchen;sensore apertura ;frigo;uguale;TRUE;;;feeding
231;11;Ricette frigo;health/wellbeing;condizione;kitchen;sensore ripiano;frigo;uguale;TRUE;and;;feeding
232;11;Ricette frigo;health/wellbeing;condizione;kitchen;sensore lettura;alimenti;uguale;TRUE;;;feeding
233;11;Ricette frigo;health/wellbeing;azione;kitchen;schermo frigo;ricetta;/;"""Ricetta creata""";;;notification
234;11;Ricette frigo;health/wellbeing;azione;kitchen;cellulare;messaggio ;/;"""Nuova ricetta creata""";;;notification
235;12;Vestiti asciutti;comfort;evento;no;meteo;pioggia;uguale;TRUE;/;;weather
236;12;Vestiti asciutti;comfort;azione;outside home;stendibiancheria;apri/chiudi;uguale;                          CHIUSO;/;;smart object
237;12;Aria calda;comfort/security;evento;bathroom;radiatore;accensione;uguale;FALSE;And;;temperature
238;12;Aria calda;comfort/security;azione;bathroom;caldaia;reset;uguale;TRUE;/;;systems
239;12;Aria calda;comfort/security;azione;bathroom;acqua;aumenta di pressione ;uguale;TRUE;/;;systems
240;12;Pollice verde;energy saving;evento;garden;sensore igrometrico;rilevazione scarsa umidità;uguale;TRUE;And;;air and humidity
241;12;Pollice verde;energy saving;condizione;no;ora;orario;tra;10:00 - 14:00;And;;scheduling
242;12;Pollice verde;energy saving;azione;garden;innaffiamento;attiva / disattiva;uguale;TRUE;/;;gardening
243;12;Relax in casa;comfort/wellbeing;condizione;no;luce ;presenza;uguale;TRUE;And;;lights
244;12;Relax in casa;comfort/wellbeing;condizione;no;posizione;posizione utente ;uguale;TRUE;And;;presence
245;12;Relax in casa;comfort/wellbeing;azione;current room;avvolgibile;solleva / abbassa;uguale;TRUE;/;;lights
246;12;Relax in casa;comfort/wellbeing;azione;current room;tenda ;apri/chiudi;uguale;                          CHIUSO;/;;lights
247;12;Preallarme;security;evento;entrance;porta di casa ;apertura / chiusura;uguale;TRUE;And;;entrances
248;12;Preallarme;security;condizione;home;utente;rilevamento utente;uguale;TRUE;And;;presence
249;12;Preallarme;security;azione;no;sms;invio;uguale;TRUE;/;;notification
250;12;Preallarme;security;azione;no;preallarme;attiva/disattiva;uguale;TRUE;/;;alarm
251;12;Il caffè del mattino;comfort/health;evento;bedroom;sensore di presenza a letto;rilevazione utente ;uguale;TRUE;And;;user detection
252;12;Il caffè del mattino;comfort/health;condizione;no;ora;orario;tra;7:30-8:30;And;;scheduling
253;12;Il caffè del mattino;comfort/health;condizione;no;smart watch;rilevazione battito cardiaco;tra;60-80;/;;user detection
254;12;Il caffè del mattino;comfort/health;azione;kitchen;macchina del caffè;accensione / spegnimento;uguale;TRUE;And;;smart object
255;12;Il caffè del mattino;comfort/health;azione;kitchen;avvolgibile;solleva / abbassa;uguale;TRUE;/;;lights
256;13;Letto riscaldato;comfort;evento;no;data e ora;orario;uguale;20:00;/;;scheduling
257;13;Letto riscaldato;comfort;azione;bedroom;scaldasonno;accensione;uguale;VERO;/;;temperature
258;13;Piante innaffiate;comfort;evento;garden;sensore;rilevatore movimento;NOT;VERO;/;;presence
259;13;Piante innaffiate;comfort;azione;garden;irrigatore;accensione;uguale;ON;And;;gardening
260;13;Piante innaffiate;comfort;azione;no;telefono;invio notifica;uguale;"""Irrigatore attivato""";/;;notification
261;13;Vapore in cucina;comfort;evento;kitchen;umidità;misuratore umidità;uguale;0,7;And;;air and humidity
262;13;Vapore in cucina;comfort;condizione;kitchen;finestra;apri/chiudi;uguale;        CHIUDI;/;;doors and windows
263;13;Vapore in cucina;comfort;azione;kitchen;vortice;accensione;uguale;ON;/;;systems
264;13;Aria viziata;wellbeing;condizione;kitchen;pattumiera;rilevata piena;uguale;VERO;And;;hygiene
265;13;Aria viziata;wellbeing;condizione;kitchen;finestra;apri/chiudi;uguale;CHIUDI;/;;doors and windows
266;13;Aria viziata;wellbeing;azione;home;profumatore ambiente;accensione;uguale;ON;And;;hygiene
267;13;Aria viziata;wellbeing;azione;no;telefono;invio notifica;uguale;"""Urge buttare la spazzatura""";/;;notification
268;13;Illuminazione crepuscolo;comfort/energy saving;evento;outside home;movimento;rilevato movimento;uguale;VERO;And;;presence
269;13;Illuminazione crepuscolo;comfort/energy saving;condizione;no;data e ora ;orario;tra;18:00 - 19:00;/;;scheduling
270;13;Illuminazione crepuscolo;comfort/energy saving;azione;outside home;contapassi;accensione;uguale;ON;And;;lights
271;13;Illuminazione crepuscolo;comfort/energy saving;azione;veranda;luci;accensione;uguale;ON;/;;lights
272;13;Pulizie settimanali;comfort/energy saving;evento;no;data e ora;orario;uguale;09:00;And;;scheduling
273;13;Pulizie settimanali;comfort/energy saving;condizione;home;sensore movimento;presenza;uguale;FALSO;/;;presence
274;13;Pulizie settimanali;comfort/energy saving;condizione;no;data e ora;tipo di giorno;uguale;festivo;And;;scheduling
275;13;Pulizie settimanali;comfort/energy saving;azione;living room;robottino;accensione;uguale;ON;And;;device
276;13;Pulizie settimanali;comfort/energy saving;azione;dedicated room;lavatrice;accensione;uguale;ON;/;;device
277;14;Posta Ricevuta;comfort;condizione;outside home;sensore cassetta posta;rileva peso contenuto;Maggiore;0;;;smart object
278;14;Posta Ricevuta;comfort;azione;home;lampadina notifica;accensione;Uguale;ON;;;notification
279;14;Allarme Gatto ;safety;condizione;home;videocamere;rileva presenza gatto;uguale;FALSE;;;pets
280;14;Allarme Gatto ;safety;azione;no;collare gatto;avviso sonoro;uguale;ON;AND;;notification
281;14;Allarme Gatto ;safety;azione;no;telefono;notifica;/;"""Posizione collare GPS""";;;notification
282;14;Controllo Chiavi;comfort/safety;evento;home; porta ingresso;apri / chiudi (dall'interno);uguale;APRI;AND;;entrances
283;14;Controllo Chiavi;comfort/safety;condizione;no;lettore RFID porta;rileva portachiavi RFID;uguale;FALSE;;;smart object
284;14;Controllo Chiavi;comfort/safety;azione;home;citofono interno;notifica vocale;;"""Ricordati le chiavi!""";;;notification
285;14;Annaffia piante casa;comfort;condizione;veranda;sensore umidità vaso;rileva umidità terreno;minore;0,6;AND;;air and humidity
286;14;Annaffia piante casa;comfort;condizione;no;data e ora;orario;tra;20:00 - 6:00;;;scheduling
287;14;Annaffia piante casa;comfort;azione;veranda;lampada UV;accensione;uguale;OFF;AND;;lights
288;14;Annaffia piante casa;comfort;azione;veranda;irrigatore automatico;accensione;uguale;ON;;;gardening
289;14;chiamata emergenza automatica;safety;evento;home;allarme antincendio;accensione;uguale;TRUE;OR;;alarm
290;14;chiamata emergenza automatica;safety;condizione;home;impianto elettrico;accensione;uguale;OFF;;;systems
291;14;chiamata emergenza automatica;safety;azione;home;luci ausiliare;accensione;uguale;ON;AND;;lights
292;14;chiamata emergenza automatica;safety;azione;no;telefono;avvia chiamata di emergenza;uguale;ON;;;communication
293;14;Controllo perdite acqua;energy saving;evento;kitchen;rubinetto;aperto/chiuso;uguale;CHIUSO;AND;;systems
294;14;Controllo perdite acqua;energy saving;condizione;home;rubinetti;aperti/chiusi;uguale;CHIUSI;AND;;systems
295;14;Controllo perdite acqua;energy saving;condizione;home;contatore acqua;conteggio consumo;uguale;ON;;;systems
296;14;Controllo perdite acqua;energy saving;azione;home;impianto idrico;chiuso/aperto;uguale;CHIUSO;AND;;systems
297;14;Controllo perdite acqua;energy saving;azione;no;telefono;notifica;/;"""Rilevata possibile perdita!""";;;notification
298;15;easy coffee;comfort;condizione ;no;data e ora ;orario ;uguale;08:00;;;scheduling
299;15;easy coffee;comfort;azione;kitchen ;caffettiera ;accesa ;uguale;TRUE;;;feeding
300;15;Spia fornelli;safety;condizione;kitchen;fornello;acceso/spento ;uguale;acceso ;AND ;;feeding
301;15;Spia fornelli;safety;condizione;kitchen;sensore di movimento;presenza;uguale;FALSE;;;presence
302;15;Spia fornelli;safety;azione;no;telefono;notifica;/;"""ATTENZIONE fornello acceso""";;;notification
303;15;Spia fornelli;safety;azione;kitchen ;fornello ;acceso/ spento ;uguale;spento ;;;feeding
304;15;tepore post doccia ;comfort;evento  ;bathroom ;doccia ;accesa ;NOT;TRUE;;;hygiene
305;15;tepore post doccia ;comfort;azione ;bedroom;stufa ;accesa/spenta;uguale ;accesa;;;temperature
306;15;tepore post doccia ;comfort;azione ;bedroom;stufa ;temperatura ;uguale;25°;;;temperature
307;15;smart T-paper ;comfort;evento;bathroom ;tavoletta wc ;su/giù ;uguale ;giù;AND;;hygiene
308;15;smart T-paper ;comfort;condizione;bathroom ;carta igenica;full/empty ;uguale ;empty ;;;hygiene
309;15;smart T-paper ;comfort;azione;bathroom ;speaker ;notifica ;/;"""carta finita""";;;notification
310;15;Mantieni temperatura ;wellbeing/health;evento;living room;termometro camino;temperatura ;minore ;200° ;AND;;temperature
